t,x,y
1.445833333E0,3.943642206E1,-1.262909971E2
1.450000000E0,4.013480575E1,-1.268383665E2
1.454166667E0,4.121888086E1,-1.263347396E2
1.458333333E0,4.211596665E1,-1.266661121E2
1.462500000E0,4.357829248E1,-1.262136848E2
1.466666667E0,4.453812399E1,-1.264721243E2
1.470833333E0,4.624758328E1,-1.256741950E2
1.475000000E0,4.759823844E1,-1.263085623E2
1.479166667E0,4.931364472E1,-1.257569520E2
1.483333333E0,5.081614459E1,-1.263024016E2
1.487500000E0,5.275351166E1,-1.259100974E2
1.491666667E0,5.450348930E1,-1.265080529E2
1.495833333E0,5.665200310E1,-1.263697456E2
1.500000000E0,5.856235032E1,-1.270319589E2
1.504166667E0,6.093117430E1,-1.265404406E2
1.508333333E0,6.282722195E1,-1.274490370E2
1.512500000E0,6.519856141E1,-1.270218259E2
1.516666667E0,6.757629846E1,-1.277956448E2
1.520833333E0,7.028520432E1,-1.274894615E2
1.525000000E0,7.265564827E1,-1.283493297E2
1.529166667E0,7.553371912E1,-1.281702431E2
1.533333333E0,7.822814854E1,-1.289181611E2
1.537500000E0,8.107961796E1,-1.286389149E2
1.541666667E0,8.418181729E1,-1.300872578E2
1.545833333E0,8.757079416E1,-1.295098416E2
1.550000000E0,9.046396604E1,-1.304954205E2
1.554166667E0,9.393847173E1,-1.301396838E2
1.558333333E0,9.718659369E1,-1.310246060E2
1.562500000E0,1.011164759E2,-1.307475459E2
1.566666667E0,1.045195831E2,-1.317520629E2
1.570833333E0,1.085434922E2,-1.313242889E2
1.575000000E0,1.121776951E2,-1.320922144E2
1.579166667E0,1.166504739E2,-1.316311399E2
1.583333333E0,1.203894104E2,-1.326496393E2
1.587500000E0,1.247992637E2,-1.323529690E2
1.591666667E0,1.288453144E2,-1.329437889E2
1.595833333E0,1.332836172E2,-1.325124740E2
1.600000000E0,1.375843810E2,-1.334001459E2
1.604166667E0,1.425644041E2,-1.328291265E2
1.608333333E0,1.470111452E2,-1.336487222E2
1.612500000E0,1.521822901E2,-1.334529039E2
1.616666667E0,1.566708494E2,-1.341604998E2
1.620833333E0,1.620305677E2,-1.337921188E2
1.625000000E0,1.666541527E2,-1.343680391E2
1.629166667E0,1.719631822E2,-1.339341885E2
1.633333333E0,1.766904966E2,-1.348758414E2
1.637500000E0,1.822077831E2,-1.348296679E2
1.641666667E0,1.872124048E2,-1.355968108E2
1.645833333E0,1.931870913E2,-1.355735382E2
1.650000000E0,1.984345157E2,-1.363002193E2
1.654166667E0,2.044573268E2,-1.363051663E2
1.658333333E0,2.099118984E2,-1.371460409E2
1.662500000E0,2.156394371E2,-1.373501176E2
1.666666667E0,2.212097498E2,-1.382308170E2
1.670833333E0,2.274386073E2,-1.382649847E2
1.675000000E0,2.332414115E2,-1.393965644E2
1.679166667E0,2.397660718E2,-1.396316231E2
1.683333333E0,2.454611996E2,-1.406070044E2
1.687500000E0,2.520394162E2,-1.408213812E2
1.691666667E0,2.580384078E2,-1.418633772E2
1.695833333E0,2.647539599E2,-1.423272280E2
1.700000000E0,2.706413748E2,-1.430154298E2
1.704166667E0,2.776854982E2,-1.432640276E2
1.708333333E0,2.834908686E2,-1.442139683E2
1.712500000E0,2.903568142E2,-1.443677236E2
1.716666667E0,2.969612313E2,-1.448201584E2
1.720833333E0,3.035249779E2,-1.446860632E2
1.725000000E0,3.098713733E2,-1.459524474E2
1.729166667E0,3.178139240E2,-1.456107368E2
1.733333333E0,3.241496665E2,-1.461151956E2
1.737500000E0,3.323468248E2,-1.460974379E2
1.741666667E0,3.386199980E2,-1.466274271E2
1.745833333E0,3.460008186E2,-1.462721912E2
1.750000000E0,3.523010694E2,-1.470566453E2
1.754166667E0,3.602872785E2,-1.464708551E2
1.758333333E0,3.669258272E2,-1.471310307E2
1.762500000E0,3.757010884E2,-1.470151461E2
1.766666667E0,3.821762215E2,-1.480643592E2
1.770833333E0,3.905254234E2,-1.480039313E2
1.775000000E0,3.974605148E2,-1.488911211E2
1.779166667E0,4.057389177E2,-1.492345437E2
1.783333333E0,4.127551544E2,-1.500316387E2
1.787500000E0,4.210965812E2,-1.507302849E2
1.791666667E0,4.283619275E2,-1.517244411E2
1.795833333E0,4.362487153E2,-1.523005926E2
1.800000000E0,4.437138898E2,-1.532986348E2
1.804166667E0,4.520634790E2,-1.536905128E2
1.808333333E0,4.598189704E2,-1.546792243E2
1.812500000E0,4.681010161E2,-1.552340324E2
1.816666667E0,4.757039571E2,-1.560605537E2
